TaxonName,covariate,Mean,quant_2_5,quant_97_5,invader,Habitat,cov2,habitat_num,tax_num,sig
Cabomba caroliniana,cover,-0.9191027018732599,-2.0209423309430408,0.03191608472009228,water lettuce,submersed,water lettuce PAC,3,306,no
Cabomba caroliniana,management,0.07003670485380514,-0.0903229464540209,0.22951395530385332,water lettuce,submersed,water lettuce mgmt.,3,306,no
Cabomba caroliniana,net,-0.24861937867939451,-0.8136438803984205,0.23969782681716637,water lettuce,submersed,mgmt. + PAC,3,306,no
Carex spp.,cover,-1.0754581274716806,-2.0641905780592857,-0.25578680506561186,water lettuce,emersed,water lettuce PAC,1,107,yes
Carex spp.,management,-0.11341660799443579,-0.2625665686915877,0.03329569706645578,water lettuce,emersed,water lettuce mgmt.,1,107,no
Carex spp.,net,-0.582691058232129,-1.1231214950412705,-0.13623209044205464,water lettuce,emersed,mgmt. + PAC,1,107,yes
Cephalanthus occidentalis,cover,-0.18398601504725723,-0.4771458438248104,0.14526688088246084,water lettuce,emersed,water lettuce PAC,1,108,no
Cephalanthus occidentalis,management,-0.009517228965460211,-0.12073291608025946,0.09901941606667221,water lettuce,emersed,water lettuce mgmt.,1,108,no
Cephalanthus occidentalis,net,-0.335551257780473,-0.6184369890220989,-0.06358431608968852,water lettuce,emersed,mgmt. + PAC,1,108,yes
Ceratophyllum demersum,cover,0.8795371344496504,0.32799331326422804,1.491506566099118,water lettuce,submersed,water lettuce PAC,3,309,yes
Ceratophyllum demersum,management,0.3326756043125605,0.21357727689069553,0.448696458893036,water lettuce,submersed,water lettuce mgmt.,3,309,yes
Ceratophyllum demersum,net,0.3752538270973686,0.13616439433853297,0.6386084560297861,water lettuce,submersed,mgmt. + PAC,3,309,yes
Chara spp.,cover,-0.1941293070209696,-0.7018171168565377,0.20836015846358216,water lettuce,submersed,water lettuce PAC,3,310,no
Chara spp.,management,-0.24727931966888012,-0.36488940518040347,-0.12196793582973822,water lettuce,submersed,water lettuce mgmt.,3,310,yes
Chara spp.,net,-0.6506575342219003,-1.1891860661588318,-0.20427552882411926,water lettuce,submersed,mgmt. + PAC,3,310,yes
Cicuta maculata,cover,0.2274097220357768,-0.10042457590481788,0.648312933847556,water lettuce,emersed,water lettuce PAC,1,111,no
Cicuta maculata,management,0.09702501860480005,-0.044442470391560955,0.2422869341316589,water lettuce,emersed,water lettuce mgmt.,1,111,no
Cicuta maculata,net,0.06381101280910649,-0.24101762008386132,0.3452803502261252,water lettuce,emersed,mgmt. + PAC,1,111,no
Cladium jamaicense,cover,0.8513667411401323,0.22359496010983704,1.5236133758564203,water lettuce,emersed,water lettuce PAC,1,112,yes
Cladium jamaicense,management,-0.07069716255741607,-0.22226935914338308,0.09854248306165048,water lettuce,emersed,water lettuce mgmt.,1,112,no
Cladium jamaicense,net,-0.062208210217943025,-0.3492363824731702,0.21539534989187215,water lettuce,emersed,mgmt. + PAC,1,112,no
Crinum americanum,cover,-0.16314746493168686,-0.595623529118428,0.17025770099319382,water lettuce,emersed,water lettuce PAC,1,113,no
Crinum americanum,management,-0.017062292522776308,-0.1635873872356085,0.12883016167276376,water lettuce,emersed,water lettuce mgmt.,1,113,no
Crinum americanum,net,-0.7316857565364555,-1.2823479821349353,-0.23919515666152108,water lettuce,emersed,mgmt. + PAC,1,113,yes
Cyperus articulatus,cover,-0.11575222079163759,-0.43806033165464836,0.17509258535658623,water lettuce,emersed,water lettuce PAC,1,114,no
Cyperus articulatus,management,-0.11509049063850318,-0.29212958806716527,0.061043456064995213,water lettuce,emersed,water lettuce mgmt.,1,114,no
Cyperus articulatus,net,-0.5922974761859454,-1.0694847250771824,-0.14206272603445194,water lettuce,emersed,mgmt. + PAC,1,114,yes
Cyperus spp. (other natives),cover,-0.026901780590326444,-0.29626934084582157,0.22515320457945456,water lettuce,emersed,water lettuce PAC,1,115,no
Cyperus spp. (other natives),management,-0.06478341785741867,-0.16441576151872112,0.04376993556381059,water lettuce,emersed,water lettuce mgmt.,1,115,no
Cyperus spp. (other natives),net,-0.0687919195029463,-0.2957281641944811,0.1588876695035289,water lettuce,emersed,mgmt. + PAC,1,115,no
Decodon verticillatus,cover,-0.8452089744776418,-1.788222594312408,-0.12760558142301479,water lettuce,emersed,water lettuce PAC,1,116,yes
Decodon verticillatus,management,0.11535858482661329,-0.03744341009881468,0.2697074886879409,water lettuce,emersed,water lettuce mgmt.,1,116,no
Decodon verticillatus,net,-0.3564277478536288,-0.9085342034801629,0.13088234298385334,water lettuce,emersed,mgmt. + PAC,1,116,no
Echinochloa spp.,cover,0.16000762676285463,-0.10107564626707567,0.39641767805546735,water lettuce,emersed,water lettuce PAC,1,117,no
Echinochloa spp.,management,0.056364844258560094,-0.05546775163725502,0.16856472923941512,water lettuce,emersed,water lettuce mgmt.,1,117,no
Echinochloa spp.,net,-0.12156046645852987,-0.4012220193050389,0.14285757843460148,water lettuce,emersed,mgmt. + PAC,1,117,no
"Eleocharis spp., emersed",cover,0.08258539585413627,-0.2510631751320226,0.3773482711757662,water lettuce,emersed,water lettuce PAC,1,118,no
"Eleocharis spp., emersed",management,-0.04217641637904121,-0.15643104965048898,0.06836092957631333,water lettuce,emersed,water lettuce mgmt.,1,118,no
"Eleocharis spp., emersed",net,-0.25197136570816986,-0.5063326136493571,-0.0025399476890763965,water lettuce,emersed,mgmt. + PAC,1,118,yes
"Eleocharis spp., sub/floating",cover,-0.2646564276160453,-0.6793541347761777,0.06872276200244501,water lettuce,submersed,water lettuce PAC,3,319,no
"Eleocharis spp., sub/floating",management,0.16661407210612378,0.06052733060864231,0.2714531846393389,water lettuce,submersed,water lettuce mgmt.,3,319,yes
"Eleocharis spp., sub/floating",net,-0.2889232194153349,-0.6219750660578175,0.02561176195492115,water lettuce,submersed,mgmt. + PAC,3,319,no
Filamentous algae,cover,0.5522753259853518,0.04561281640085556,1.1714605600196828,water lettuce,floating,water lettuce PAC,2,220,yes
Filamentous algae,management,0.02114379358320978,-0.08145100124169238,0.12910178764542077,water lettuce,floating,water lettuce mgmt.,2,220,no
Filamentous algae,net,-0.16123778666143865,-0.4545357789727122,0.09562932297724591,water lettuce,floating,mgmt. + PAC,2,220,no
Fuirena spp.,cover,0.2615780111343521,-0.20089056679500877,0.6001177125177439,water lettuce,emersed,water lettuce PAC,1,121,no
Fuirena spp.,management,-0.05084149137311899,-0.1930460833728025,0.10274329078502711,water lettuce,emersed,water lettuce mgmt.,1,121,no
Fuirena spp.,net,-0.07846740403091713,-0.5446813721521261,0.3298651610458553,water lettuce,emersed,mgmt. + PAC,1,121,no
Hydrocotyle spp.,cover,0.19845846880176535,-0.21222276365118956,0.7642861789733457,water lettuce,emersed,water lettuce PAC,1,122,no
Hydrocotyle spp.,management,0.14352001444789902,0.005690808832537839,0.27998902043696666,water lettuce,emersed,water lettuce mgmt.,1,122,yes
Hydrocotyle spp.,net,0.3810813849509736,-0.033532583775218616,0.8572186668550668,water lettuce,emersed,mgmt. + PAC,1,122,no
Hypericum spp.,cover,-0.5375120492605099,-1.4091707247613732,0.10024581083375955,water lettuce,emersed,water lettuce PAC,1,123,no
Hypericum spp.,management,-0.12140312739949917,-0.27888810533272235,0.02418863498468235,water lettuce,emersed,water lettuce mgmt.,1,123,no
Hypericum spp.,net,-0.03452109498031126,-0.3807572924375377,0.2647176259508409,water lettuce,emersed,mgmt. + PAC,1,123,no
Juncus effusus,cover,-0.055008746916240865,-0.4667930786909295,0.26790764786616217,water lettuce,emersed,water lettuce PAC,1,124,no
Juncus effusus,management,0.09222002020402331,-0.030793667856601235,0.20515688761343942,water lettuce,emersed,water lettuce mgmt.,1,124,no
Juncus effusus,net,0.1539108550850649,-0.12884119432226002,0.41572031938931275,water lettuce,emersed,mgmt. + PAC,1,124,no
Leersia hexandra,cover,0.5185097353216681,0.14640424922414108,0.9063474243575687,water lettuce,emersed,water lettuce PAC,1,125,yes
Leersia hexandra,management,-0.233069217900757,-0.3626668660877119,-0.09934945957978454,water lettuce,emersed,water lettuce mgmt.,1,125,yes
Leersia hexandra,net,-0.09560951459992408,-0.36896496498658615,0.14755650320946612,water lettuce,emersed,mgmt. + PAC,1,125,no
Lemna/Spirodela spp.,cover,1.18659672839494,0.39517233712739497,2.1582596993782355,water lettuce,floating,water lettuce PAC,2,226,yes
Lemna/Spirodela spp.,management,0.2875081894318249,0.18842915756339773,0.39350497236940196,water lettuce,floating,water lettuce mgmt.,2,226,yes
Lemna/Spirodela spp.,net,0.41636592251249904,0.1450521534569228,0.6786222866053453,water lettuce,floating,mgmt. + PAC,2,226,yes
Limnobium spongia,cover,-0.19716171621178805,-0.5648084123422217,0.1081862895222999,water lettuce,floating,water lettuce PAC,2,227,no
Limnobium spongia,management,0.009393515992913342,-0.14611400696057641,0.15330383390430263,water lettuce,floating,water lettuce mgmt.,2,227,no
Limnobium spongia,net,-0.2749580651201305,-0.6413628873620234,0.035439033809103515,water lettuce,floating,mgmt. + PAC,2,227,no
Ludwigia octovalvis/peruviana,cover,0.6408181926181382,0.02434735251559854,1.428999083738557,water lettuce,emersed,water lettuce PAC,1,128,yes
Ludwigia octovalvis/peruviana,management,-0.06791200621524603,-0.2271073642447024,0.09153770973801902,water lettuce,emersed,water lettuce mgmt.,1,128,no
Ludwigia octovalvis/peruviana,net,0.3338914240951439,-0.0869071309289304,0.7901425510817839,water lettuce,emersed,mgmt. + PAC,1,128,no
Ludwigia palustris/repens,cover,0.24698424682629783,-0.04603756613925558,0.5163535804421401,water lettuce,emersed,water lettuce PAC,1,129,no
Ludwigia palustris/repens,management,-0.14128098840023343,-0.2667596761167014,-0.016029856752567132,water lettuce,emersed,water lettuce mgmt.,1,129,yes
Ludwigia palustris/repens,net,-0.16787908143087743,-0.5287612228970768,0.15865739506263743,water lettuce,emersed,mgmt. + PAC,1,129,no
Luziola fluitans,cover,-0.0639718319992352,-0.4467211199203265,0.27480160781658525,water lettuce,submersed,water lettuce PAC,3,330,no
Luziola fluitans,management,0.06997611674714393,-0.05161085051875767,0.19769992680031545,water lettuce,submersed,water lettuce mgmt.,3,330,no
Luziola fluitans,net,-0.03861314989588305,-0.35485360993260745,0.24661776578192002,water lettuce,submersed,mgmt. + PAC,3,330,no
Mayaca fluviatilis,cover,-1.7900043954346883,-10.098827941368231,0.47927747803895154,water lettuce,submersed,water lettuce PAC,3,331,no
Mayaca fluviatilis,management,0.065745818753716,-0.1435309091698543,0.2755319178742204,water lettuce,submersed,water lettuce mgmt.,3,331,no
Mayaca fluviatilis,net,-4.718480693656078,-38.91113575655204,0.31780739904410027,water lettuce,submersed,mgmt. + PAC,3,331,no
Micranthemum glomeratum,cover,0.2611802897681887,-0.12297330912965243,0.593266238068737,water lettuce,submersed,water lettuce PAC,3,332,no
Micranthemum glomeratum,management,0.1908128801100789,0.07064465165432618,0.3261723448257007,water lettuce,submersed,water lettuce mgmt.,3,332,yes
Micranthemum glomeratum,net,-0.6614445054089293,-1.8647886256943378,0.18810989611584236,water lettuce,submersed,mgmt. + PAC,3,332,no
Micranthemum umbrosum,cover,-0.4445476730852603,-1.4951217594418926,0.2979064636098573,water lettuce,emersed,water lettuce PAC,1,133,no
Micranthemum umbrosum,management,0.28823639494808656,0.1359443595578515,0.43570757413274475,water lettuce,emersed,water lettuce mgmt.,1,133,yes
Micranthemum umbrosum,net,-0.8467177065449375,-2.104570624070525,0.11602680236661905,water lettuce,emersed,mgmt. + PAC,1,133,no
Myriophyllum laxum/pinnatum,cover,-0.7312346079274243,-2.2677717070954535,0.4463091943278904,water lettuce,submersed,water lettuce PAC,3,334,no
Myriophyllum laxum/pinnatum,management,0.014010005986612199,-0.20437220670275502,0.22629899299782885,water lettuce,submersed,water lettuce mgmt.,3,334,no
Myriophyllum laxum/pinnatum,net,-1.2401434985143454,-3.840409959409942,0.3509298183972847,water lettuce,submersed,mgmt. + PAC,3,334,no
Najas guadalupensis,cover,0.5925356906722286,0.19934785439547106,1.0626408108852172,water lettuce,submersed,water lettuce PAC,3,335,yes
Najas guadalupensis,management,0.050550208874943776,-0.07235129041987878,0.1699525914718898,water lettuce,submersed,water lettuce mgmt.,3,335,no
Najas guadalupensis,net,-0.3882401766336281,-0.8121606535925023,-0.01236617798897444,water lettuce,submersed,mgmt. + PAC,3,335,yes
Nelumbo lutea,cover,-0.1719229248590501,-0.5329224416455582,0.18042100137930756,water lettuce,emersed,water lettuce PAC,1,136,no
Nelumbo lutea,management,0.28839547788443654,0.11620388406433743,0.4355907965171583,water lettuce,emersed,water lettuce mgmt.,1,136,yes
Nelumbo lutea,net,-1.1599217947129254,-1.821380463804469,-0.5841626108487832,water lettuce,emersed,mgmt. + PAC,1,136,yes
Nitella spp.,cover,-0.49275530769193204,-1.584261070280682,0.29657982333446675,water lettuce,submersed,water lettuce PAC,3,337,no
Nitella spp.,management,-0.11814890174265062,-0.2607012766223584,0.02175270972010828,water lettuce,submersed,water lettuce mgmt.,3,337,no
Nitella spp.,net,-1.4946088737503513,-3.1583656007506127,-0.29993035059156226,water lettuce,submersed,mgmt. + PAC,3,337,yes
Nuphar advena,cover,1.1803573149825157,0.30624594718864356,2.164184056066218,water lettuce,emersed,water lettuce PAC,1,138,yes
Nuphar advena,management,0.17479944738805908,0.03770199590011922,0.3019458894600039,water lettuce,emersed,water lettuce mgmt.,1,138,yes
Nuphar advena,net,0.5299328006684418,0.05743758720313416,1.115425394821493,water lettuce,emersed,mgmt. + PAC,1,138,yes
Nymphaea mexicana,cover,-0.6886526726522052,-1.3184096935081868,-0.14070547862866764,water lettuce,emersed,water lettuce PAC,1,139,yes
Nymphaea mexicana,management,-0.13312506984185585,-0.3032948233918253,0.021531256930981332,water lettuce,emersed,water lettuce mgmt.,1,139,no
Nymphaea mexicana,net,-1.0214072945410526,-1.5642575253440858,-0.5393557598341452,water lettuce,emersed,mgmt. + PAC,1,139,yes
Nymphaea odorata,cover,-0.3861411697763586,-0.9395319688971351,0.06252671725189396,water lettuce,emersed,water lettuce PAC,1,140,no
Nymphaea odorata,management,-0.036435956234350156,-0.1669105316049092,0.08898708227587399,water lettuce,emersed,water lettuce mgmt.,1,140,no
Nymphaea odorata,net,-0.4522480556919404,-0.8690890888294462,-0.09796351046348543,water lettuce,emersed,mgmt. + PAC,1,140,yes
Nymphoides aquatica,cover,-1.2119876004954355,-2.848674384642079,-0.03560615169539065,water lettuce,emersed,water lettuce PAC,1,141,yes
Nymphoides aquatica,management,0.25979713846448554,0.08533042122390083,0.4180520710263895,water lettuce,emersed,water lettuce mgmt.,1,141,yes
Nymphoides aquatica,net,-1.466088949730594,-2.950193584302002,-0.2642555075838482,water lettuce,emersed,mgmt. + PAC,1,141,yes
Panicum hemitomon,cover,-0.23867255016231528,-0.5299229346594387,0.04733148830125439,water lettuce,emersed,water lettuce PAC,1,142,no
Panicum hemitomon,management,0.2074946205676043,0.07879042460155754,0.336284357943077,water lettuce,emersed,water lettuce mgmt.,1,142,yes
Panicum hemitomon,net,0.06530907528771097,-0.18982574514747663,0.34650248825616425,water lettuce,emersed,mgmt. + PAC,1,142,no
Paspalidium geminatum,cover,-1.1205611717914266,-1.7002213299997035,-0.5548952186747618,water lettuce,emersed,water lettuce PAC,1,143,yes
Paspalidium geminatum,management,0.29918322627507726,0.1801707454514518,0.42173913407108626,water lettuce,emersed,water lettuce mgmt.,1,143,yes
Paspalidium geminatum,net,-1.1277660791065245,-1.5564493795976568,-0.7142794340303289,water lettuce,emersed,mgmt. + PAC,1,143,yes
Paspalum repens,cover,-0.4058640215779197,-0.8670179679793425,-0.03501302283068472,water lettuce,emersed,water lettuce PAC,1,144,yes
Paspalum repens,management,-0.07947588128390616,-0.23184821582822485,0.07075861006190554,water lettuce,emersed,water lettuce mgmt.,1,144,no
Paspalum repens,net,-0.4771327305177429,-0.8768362265556559,-0.11034914557033067,water lettuce,emersed,mgmt. + PAC,1,144,yes
Peltandra spp.,cover,-0.1598055211142411,-0.8135770996700575,0.2846454948245358,water lettuce,emersed,water lettuce PAC,1,145,no
Peltandra spp.,management,0.05326663720658545,-0.10610386597260663,0.20825065212267968,water lettuce,emersed,water lettuce mgmt.,1,145,no
Peltandra spp.,net,-0.3087149397246081,-0.8934821109018454,0.170884686116198,water lettuce,emersed,mgmt. + PAC,1,145,no
Phragmites australis,cover,0.6131297039814745,0.09157260902170307,1.2549066980010768,water lettuce,emersed,water lettuce PAC,1,146,yes
Phragmites australis,management,0.09353119151553613,-0.09967158302307536,0.2967767262599925,water lettuce,emersed,water lettuce mgmt.,1,146,no
Phragmites australis,net,0.1946926577655999,-0.12786449612412096,0.5580494726855989,water lettuce,emersed,mgmt. + PAC,1,146,no
Pontederia cordata,cover,0.9763025516077213,0.2930398507758044,1.8163561134421924,water lettuce,emersed,water lettuce PAC,1,147,yes
Pontederia cordata,management,-0.024670836699329617,-0.17114555172206572,0.1229449354448954,water lettuce,emersed,water lettuce mgmt.,1,147,no
Pontederia cordata,net,-0.24914668530521664,-0.5563420520205956,0.05871412292426985,water lettuce,emersed,mgmt. + PAC,1,147,no
Potamogeton illinoensis,cover,-0.021997696361134897,-0.7395918261773261,0.456022253026207,water lettuce,submersed,water lettuce PAC,3,348,no
Potamogeton illinoensis,management,-3.594371077435869e-4,-0.15805664335978029,0.1582197719377071,water lettuce,submersed,water lettuce mgmt.,3,348,no
Potamogeton illinoensis,net,-0.07433531406281607,-0.5957720161767475,0.3583437678735733,water lettuce,submersed,mgmt. + PAC,3,348,no
Rhynchospora spp.,cover,-0.3780854051289669,-0.8705882537336245,0.01761270434813402,water lettuce,emersed,water lettuce PAC,1,149,no
Rhynchospora spp.,management,-0.3125390727814594,-0.4476261634455888,-0.17537708528361856,water lettuce,emersed,water lettuce mgmt.,1,149,yes
Rhynchospora spp.,net,-0.47985421860135313,-0.8150862945195363,-0.17231130148249008,water lettuce,emersed,mgmt. + PAC,1,149,yes
Sacciolepis striata,cover,0.40540342004016905,-0.008543690079535957,0.929035005644548,water lettuce,emersed,water lettuce PAC,1,150,no
Sacciolepis striata,management,0.16187890369775507,0.057978221187397316,0.2698118771919763,water lettuce,emersed,water lettuce mgmt.,1,150,yes
Sacciolepis striata,net,0.028554898946168916,-0.23519770459523978,0.2986242579696009,water lettuce,emersed,mgmt. + PAC,1,150,no
Sagittaria lancifolia,cover,0.8393786418121202,0.2038604003160847,1.6305131907263173,water lettuce,emersed,water lettuce PAC,1,151,yes
Sagittaria lancifolia,management,0.080000768922701,-0.04319414160846924,0.20233944861405145,water lettuce,emersed,water lettuce mgmt.,1,151,no
Sagittaria lancifolia,net,0.06439597622130012,-0.2225300107658696,0.3305918906597074,water lettuce,emersed,mgmt. + PAC,1,151,no
Sagittaria latifolia,cover,0.3916699689797487,-0.006218935547428767,0.8788600690677575,water lettuce,emersed,water lettuce PAC,1,152,no
Sagittaria latifolia,management,0.33152834789599733,0.1702551898823177,0.4996052068695826,water lettuce,emersed,water lettuce mgmt.,1,152,yes
Sagittaria latifolia,net,0.8985091657928473,0.5023342325109608,1.3132472469054601,water lettuce,emersed,mgmt. + PAC,1,152,yes
Sagittaria subulata/graminea/gracillima,cover,-1.000792430561763,-2.215218111077596,-0.05300131877282224,water lettuce,emersed,water lettuce PAC,1,153,yes
Sagittaria subulata/graminea/gracillima,management,0.09121372372342824,-0.06481602578548909,0.24543055147183246,water lettuce,emersed,water lettuce mgmt.,1,153,no
Sagittaria subulata/graminea/gracillima,net,-0.19500024268217295,-0.7865868263771014,0.28552307784430453,water lettuce,emersed,mgmt. + PAC,1,153,no
Salix spp.,cover,0.37312453440619076,-0.17297324008904327,1.0818761042221263,water lettuce,emersed,water lettuce PAC,1,154,no
Salix spp.,management,0.06964983119671826,-0.06315355603364314,0.1985939493752269,water lettuce,emersed,water lettuce mgmt.,1,154,no
Salix spp.,net,0.0750534169039794,-0.2754941269055615,0.4477834884481804,water lettuce,emersed,mgmt. + PAC,1,154,no
Saururus cernuus,cover,-0.4784456595649813,-1.236266593202974,0.09967416515241764,water lettuce,emersed,water lettuce PAC,1,155,no
Saururus cernuus,management,-0.039475764530179265,-0.19504729066313736,0.11975343797775259,water lettuce,emersed,water lettuce mgmt.,1,155,no
Saururus cernuus,net,-0.4793135246368129,-1.077195426789173,0.012660517841893506,water lettuce,emersed,mgmt. + PAC,1,155,no
Spartina bakeri,cover,-0.02573621582940261,-0.36349527002486565,0.26279852451228924,water lettuce,emersed,water lettuce PAC,1,156,no
Spartina bakeri,management,0.04104142328510822,-0.09765746455530461,0.20779382414171899,water lettuce,emersed,water lettuce mgmt.,1,156,no
Spartina bakeri,net,0.16503693470786432,-0.08521277983311151,0.4141240712747644,water lettuce,emersed,mgmt. + PAC,1,156,no
Thalia geniculata,cover,-0.3388517904378002,-0.7666691997800971,0.04601001660156744,water lettuce,emersed,water lettuce PAC,1,157,no
Thalia geniculata,management,-0.30043581153712473,-0.46988764524208637,-0.10269876381072612,water lettuce,emersed,water lettuce mgmt.,1,157,yes
Thalia geniculata,net,-0.7942131897854698,-1.2442529054185179,-0.3815361122617797,water lettuce,emersed,mgmt. + PAC,1,157,yes
Typha spp.,cover,-0.22054101689910324,-0.5020341909669415,0.08477860545370955,water lettuce,emersed,water lettuce PAC,1,158,no
Typha spp.,management,0.13915766764649581,-0.027110484156990224,0.2995671866995424,water lettuce,emersed,water lettuce mgmt.,1,158,no
Typha spp.,net,-0.07137717433733513,-0.3820964472035024,0.27341720989569673,water lettuce,emersed,mgmt. + PAC,1,158,no
Utricularia floridana,cover,0.22679495260209753,-0.16055779834015088,0.5278879221164321,water lettuce,submersed,water lettuce PAC,3,359,no
Utricularia floridana,management,-0.3113113743884798,-0.4995977649272236,-0.11663900696526928,water lettuce,submersed,water lettuce mgmt.,3,359,yes
Utricularia floridana,net,-0.1423660117139761,-0.6369800660091967,0.23046010172056614,water lettuce,submersed,mgmt. + PAC,3,359,no
Utricularia foliosa,cover,0.2695445988848752,-0.03737466750014332,0.6160634193059782,water lettuce,submersed,water lettuce PAC,3,360,no
Utricularia foliosa,management,0.030673146472000173,-0.09785985843050432,0.15700456840545773,water lettuce,submersed,water lettuce mgmt.,3,360,no
Utricularia foliosa,net,-0.4367788578660403,-0.8488862677196644,-0.07994678978187535,water lettuce,submersed,mgmt. + PAC,3,360,yes
Utricularia gibba,cover,-0.1738892228744181,-0.6005635866154868,0.16548208171858553,water lettuce,submersed,water lettuce PAC,3,361,no
Utricularia gibba,management,-0.021577029960807927,-0.14088161699765755,0.10138409700535927,water lettuce,submersed,water lettuce mgmt.,3,361,no
Utricularia gibba,net,-0.2572710931345065,-0.6118988667481606,0.06334771677582532,water lettuce,submersed,mgmt. + PAC,3,361,no
Utricularia inflata,cover,0.19787985834426589,-0.233469230562985,0.545522487703302,water lettuce,submersed,water lettuce PAC,3,362,no
Utricularia inflata,management,0.06465752848702486,-0.1104062033040641,0.23802060094956995,water lettuce,submersed,water lettuce mgmt.,3,362,no
Utricularia inflata,net,0.17993410493561263,-0.273103404312278,0.544387243261051,water lettuce,submersed,mgmt. + PAC,3,362,no
Utricularia purpurea,cover,0.3448347509293132,0.031531070518409386,0.7062634009072515,water lettuce,submersed,water lettuce PAC,3,363,yes
Utricularia purpurea,management,0.05313553637250757,-0.10351589231719198,0.21396305645876618,water lettuce,submersed,water lettuce mgmt.,3,363,no
Utricularia purpurea,net,-1.4008220975785486,-2.5755650986000656,-0.37553430702133095,water lettuce,submersed,mgmt. + PAC,3,363,yes
Vallisneria americana,cover,0.653014027336527,0.20577882560943006,1.198145042067194,water lettuce,submersed,water lettuce PAC,3,364,yes
Vallisneria americana,management,0.26143201949753786,0.11850066453822056,0.40498342313430635,water lettuce,submersed,water lettuce mgmt.,3,364,yes
Vallisneria americana,net,-0.23621724943695652,-0.6419934316156655,0.1463673261724003,water lettuce,submersed,mgmt. + PAC,3,364,no
Azolla caroliniana,cover,-0.030025030738621887,-0.4310704630758796,0.3380059863189766,water hyacinth,floating,water hyacinth PAC,2,201,no
Azolla caroliniana,management,0.23795171258666406,0.1284484104852981,0.34732490183855025,water hyacinth,floating,water hyacinth mgmt.,2,201,yes
Azolla caroliniana,net,0.36856143117189005,0.06086434689510562,0.6430343840896908,water hyacinth,floating,mgmt. + PAC,2,201,yes
Bacopa caroliniana,cover,-0.3658966840868996,-1.164410120373803,0.2365818055008584,water hyacinth,emersed,water hyacinth PAC,1,102,no
Bacopa caroliniana,management,-0.025656907356296377,-0.14675842038353082,0.09160338516803836,water hyacinth,emersed,water hyacinth mgmt.,1,102,no
Bacopa caroliniana,net,0.17189128073778825,-0.19194749815918155,0.5156479396038831,water hyacinth,emersed,mgmt. + PAC,1,102,no
Bacopa monnieri,cover,0.09027230462844718,-0.3213075438611321,0.4673444212627724,water hyacinth,emersed,water hyacinth PAC,1,103,no
Bacopa monnieri,management,-0.02834941653428534,-0.12339412473455849,0.06054058698309138,water hyacinth,emersed,water hyacinth mgmt.,1,103,no
Bacopa monnieri,net,-0.44036990943075055,-0.9184451908079811,-0.004558392983358863,water hyacinth,emersed,mgmt. + PAC,1,103,yes
Bidens spp.,cover,-0.08770335543421473,-0.39238709687781936,0.22894083598273318,water hyacinth,emersed,water hyacinth PAC,1,104,no
Bidens spp.,management,0.06766963998094432,-0.02580268733798579,0.16495536520659076,water hyacinth,emersed,water hyacinth mgmt.,1,104,no
Bidens spp.,net,-0.5414478684511794,-0.8756972385381426,-0.24497376316753192,water hyacinth,emersed,mgmt. + PAC,1,104,yes
Brasenia schreberi,cover,-1.342150537262255,-2.7067690559030737,-0.14793494190843626,water hyacinth,emersed,water hyacinth PAC,1,105,yes
Brasenia schreberi,management,-0.1353535636604898,-0.32435176879979777,0.082182398311429955,water hyacinth,emersed,water hyacinth mgmt.,1,105,no
Brasenia schreberi,net,0.34100722194580585,-0.220085552002335,0.8359340716131805,water hyacinth,emersed,mgmt. + PAC,1,105,no
Cabomba caroliniana,cover,0.3108986586007879,-0.14655387419098254,0.7082550087060124,water hyacinth,submersed,water hyacinth PAC,3,306,no
Cabomba caroliniana,management,0.06302580952294311,-0.07151599306848086,0.20733098000701228,water hyacinth,submersed,water hyacinth mgmt.,3,306,no
Cabomba caroliniana,net,0.5359460694045528,0.1725762894362574,0.8884027600707296,water hyacinth,submersed,mgmt. + PAC,3,306,yes
Carex spp.,cover,-0.8681203373101056,-1.734016659224941,-0.16258495249005475,water hyacinth,emersed,water hyacinth PAC,1,107,yes
Carex spp.,management,-0.11251356942429813,-0.24472652044810667,0.021334028784908244,water hyacinth,emersed,water hyacinth mgmt.,1,107,no
Carex spp.,net,-0.07406664171508234,-0.4367959756009123,0.2394460748834693,water hyacinth,emersed,mgmt. + PAC,1,107,no
Cephalanthus occidentalis,cover,-0.23562578807173615,-0.5708183141657767,0.11092460417164071,water hyacinth,emersed,water hyacinth PAC,1,108,no
Cephalanthus occidentalis,management,0.11461138602800258,0.02352995215918272,0.20432523624453108,water hyacinth,emersed,water hyacinth mgmt.,1,108,yes
Cephalanthus occidentalis,net,-0.09403665306495103,-0.35809603368169557,0.1842198856480425,water hyacinth,emersed,mgmt. + PAC,1,108,no
Ceratophyllum demersum,cover,0.3097471641000998,-0.004451289433995111,0.6101556950049969,water hyacinth,submersed,water hyacinth PAC,3,309,no
Ceratophyllum demersum,management,0.2878346637061932,0.17561916945343364,0.3950827099789552,water hyacinth,submersed,water hyacinth mgmt.,3,309,yes
Ceratophyllum demersum,net,0.38371161865204767,0.08716323944591264,0.6682037496062891,water hyacinth,submersed,mgmt. + PAC,3,309,yes
Chara spp.,cover,0.020318914618095416,-0.4675934034239517,0.43889745942270836,water hyacinth,submersed,water hyacinth PAC,3,310,no
Chara spp.,management,-0.09881209360191409,-0.23642076971682197,0.024704232018084363,water hyacinth,submersed,water hyacinth mgmt.,3,310,no
