TaxonName,covariate,Mean,quant_2_5,quant_97_5,invader,psrf,ess,Habitat,cov2,habitat_num,tax_num,sig,sig_reliable
Salix spp.,net,0.09319989985577636,-0.02491107494489813,0.21403829670454624,hydrilla,1.0223046428004379,2687.5900276168204,emersed,mgmt. + cover,1,154,no,no
Saururus cernuus,cover,0.005593980307373526,-0.07829605001848076,0.08388604287941301,hydrilla,1.0184884181670344,2785.8842750807326,emersed,hydrilla cover,1,155,no,no
Saururus cernuus,management,-0.04023868993587718,-0.1729444587410295,0.09011155829958323,hydrilla,1.00437870465816,3107.0649618810485,emersed,hydrilla mgmt.,1,155,no,no
Saururus cernuus,net,-0.012929698627490882,-0.138395988088482,0.11299339255437425,hydrilla,1.233489294879635,1595.7010653568398,emersed,mgmt. + cover,1,155,no,no
Spartina bakeri,cover,0.06165083367897562,-0.010518584396054216,0.13323270326320202,hydrilla,1.0109382632934272,2881.3482920591214,emersed,hydrilla cover,1,156,no,no
Spartina bakeri,management,0.1735552504759569,0.0646211847454367,0.2855511187646453,hydrilla,1.050098463188328,2444.232727509352,emersed,hydrilla mgmt.,1,156,yes,yes
Spartina bakeri,net,0.21219673540042458,0.10119785452685096,0.3228957419092296,hydrilla,1.050098463188328,2444.232727509352,emersed,mgmt. + cover,1,156,yes,yes
Thalia geniculata,cover,0.08919202646147943,-0.006079681939076373,0.18306193468599444,hydrilla,1.2030584433602716,2505.106351995575,emersed,hydrilla cover,1,157,no,no
Thalia geniculata,management,-0.137581511832664,-0.2772163672145963,-3.148393279829599e-4,hydrilla,1.056840681845519,2934.2069802205388,emersed,hydrilla mgmt.,1,157,yes,yes
Thalia geniculata,net,-0.08803169539112936,-0.21836614247423863,0.04241452494120468,hydrilla,1.2030584433602716,562.7780722487137,emersed,mgmt. + cover,1,157,no,no
Typha spp.,cover,0.02087311830240654,-0.06688241445879499,0.11655238879785987,hydrilla,1.0210638752419474,2385.341581241835,emersed,hydrilla cover,1,158,no,no
Typha spp.,management,0.28319101139017,0.12715407751282037,0.4459428148363347,hydrilla,1.0113671559853397,2181.085616740565,emersed,hydrilla mgmt.,1,158,yes,yes
Typha spp.,net,0.2442948487099246,0.09185076580105757,0.39684371044355715,hydrilla,1.0210638752419474,1714.8061305555684,emersed,mgmt. + cover,1,158,yes,yes
Utricularia floridana,cover,-0.033803747925682394,-0.1550993900026174,0.0735629933557958,hydrilla,1.0217565037970688,1872.902293584899,submersed,hydrilla cover,3,359,no,no
Utricularia floridana,management,0.06115468117828735,-0.08996809559297483,0.21744600286316876,hydrilla,1.0236241634995984,2332.012922293911,submersed,hydrilla mgmt.,3,359,no,no
Utricularia floridana,net,0.04283579016353065,-0.1101219088376004,0.19489633101591267,hydrilla,1.165406281601468,932.9985063760105,submersed,mgmt. + cover,3,359,no,no
Utricularia foliosa,cover,0.06467222196220165,-0.0065871308224320175,0.13178280347537805,hydrilla,1.0041269858173758,3000,submersed,hydrilla cover,3,360,no,no
Utricularia foliosa,management,0.2544480047494085,0.14940375054423666,0.359991019529946,hydrilla,1.0087426131325758,2880.79134703451,submersed,hydrilla mgmt.,3,360,yes,yes
Utricularia foliosa,net,0.29268976653558304,0.18740236095825352,0.3971167253134347,hydrilla,1.0094152005051242,3254.744809624789,submersed,mgmt. + cover,3,360,yes,yes
Utricularia gibba,cover,0.03625626619642254,-0.02923183293994875,0.10127258628827764,hydrilla,1.0303136453436361,3000,submersed,hydrilla cover,3,361,no,no
Utricularia gibba,management,0.17993330847849076,0.08017196628004092,0.28347531457961467,hydrilla,1.0278929689126222,2873.8468442159988,submersed,hydrilla mgmt.,3,361,yes,yes
Utricularia gibba,net,0.18318305618004052,0.08695832407858474,0.28175731193043957,hydrilla,1.0303136453436361,3324.2128094145705,submersed,mgmt. + cover,3,361,yes,yes
Utricularia inflata,cover,0.05232944784491139,-0.04055675898977019,0.1330628163471681,hydrilla,1.3053472079782034,2865.682721205745,submersed,hydrilla cover,3,362,no,no
Utricularia inflata,management,0.2147419575455273,0.08243313680107575,0.3527608678277927,hydrilla,1.2718838413663702,2647.3870657644593,submersed,hydrilla mgmt.,3,362,yes,no
Utricularia inflata,net,0.2604913186442108,0.13885726449865565,0.3821146120082917,hydrilla,1.3053472079782034,2647.3870657644593,submersed,mgmt. + cover,3,362,yes,no
Utricularia purpurea,cover,0.02050099827928698,-0.06601421464708701,0.1026808192399874,hydrilla,1.0076831541359654,2759.7501327444966,submersed,hydrilla cover,3,363,no,no
Utricularia purpurea,management,0.06862347522047993,-0.06299340739772608,0.2087246802383884,hydrilla,1.0124117944133435,2660.7739567040094,submersed,hydrilla mgmt.,3,363,no,no
Utricularia purpurea,net,0.01739554391879342,-0.11369566522171416,0.14964726979498222,hydrilla,1.014830756700905,1823.902850882987,submersed,mgmt. + cover,3,363,no,no
Vallisneria americana,cover,0.1239412549559122,0.051498979719597875,0.20012370672935834,hydrilla,1.0375563475064473,3000,submersed,hydrilla cover,3,364,yes,yes
Vallisneria americana,management,0.4229499788591998,0.3192039423707573,0.5331786689672222,hydrilla,1.0005034915311553,2896.2202329947304,submersed,hydrilla mgmt.,3,364,yes,yes
Vallisneria americana,net,0.4137857201316404,0.3100016114662212,0.5186099036472087,hydrilla,1.0375563475064473,2896.2202329947304,submersed,mgmt. + cover,3,364,yes,yes
Azolla caroliniana,cover,0.19191186617968575,-0.08454275525793246,0.49559291532427335,water lettuce,1.0330139039993744,3169.1417521444637,floating,water lettuce cover,2,201,no,no
Azolla caroliniana,management,0.31717508414731205,0.19234799096963276,0.4409198672051346,water lettuce,1.0492377572200622,2953.30028552842,floating,water lettuce mgmt.,2,201,yes,yes
Azolla caroliniana,net,0.19115761576695217,-0.09378694650984527,0.45124733762119706,water lettuce,1.0492377572200622,3172.9211201382336,floating,mgmt. + cover,2,201,no,no
Bacopa caroliniana,cover,-0.6023034392777141,-1.4370224364053708,0.046170472710681885,water lettuce,1.0029874400224104,1019.4321409720501,emersed,water lettuce cover,1,102,no,no
Bacopa caroliniana,management,-0.0756277055207594,-0.21150587502517787,0.055431312814008905,water lettuce,1.0009693102611028,2733.1249709258886,emersed,water lettuce mgmt.,1,102,no,no
Bacopa caroliniana,net,-0.5122843316438831,-1.0943503965950798,-0.002172559121967076,water lettuce,1.0044486776464803,1019.4321409720501,emersed,mgmt. + cover,1,102,yes,yes
Bacopa monnieri,cover,-0.1606787813278682,-0.6752304990214137,0.23080711119155603,water lettuce,1.010621682001534,2231.020988399529,emersed,water lettuce cover,1,103,no,no
Bacopa monnieri,management,0.021312489332239913,-0.09209957570904187,0.13859203225659145,water lettuce,1.0193767561846572,3108.292713100066,emersed,water lettuce mgmt.,1,103,no,no
Bacopa monnieri,net,0.03784627908501685,-0.27737755852625356,0.3197523567911987,water lettuce,1.0193767561846572,2231.020988399529,emersed,mgmt. + cover,1,103,no,no
Bidens spp.,cover,-0.11726263419605301,-0.40576956759194927,0.14618616612700708,water lettuce,1.0003391048087873,3000,emersed,water lettuce cover,1,104,no,no
Bidens spp.,management,0.0559578070469663,-0.052054062445110794,0.16509544719330344,water lettuce,1.0038640913966836,2882.7381683042267,emersed,water lettuce mgmt.,1,104,no,no
Bidens spp.,net,-0.11245684745913226,-0.3838555861519002,0.13479886474702474,water lettuce,1.0038640913966836,2882.7381683042267,emersed,mgmt. + cover,1,104,no,no
Brasenia schreberi,cover,-0.8096857812664953,-2.026112185248208,0.25299218181282485,water lettuce,1.0516057318527274,487.79746699658835,emersed,water lettuce cover,1,105,no,no
Brasenia schreberi,management,-0.10738901823359771,-0.35256226220873654,0.13535635314355876,water lettuce,1.064944747468359,1402.9428283140815,emersed,water lettuce mgmt.,1,105,no,no
Brasenia schreberi,net,-0.2847038255794215,-1.1020064423378413,0.38121135613575136,water lettuce,1.064944747468359,244.70275923668785,emersed,mgmt. + cover,1,105,no,no
Cabomba caroliniana,cover,-1.0248541558001223,-2.1388301254479996,-0.07704322119016276,water lettuce,1.08507221137551,617.7277885874863,submersed,water lettuce cover,3,306,yes,no
Cabomba caroliniana,management,0.06410712843384359,-0.09312054232070963,0.22195080697161232,water lettuce,1.013460674554182,2513.764107173335,submersed,water lettuce mgmt.,3,306,no,no
Cabomba caroliniana,net,-0.23208121978030688,-0.8094608188728097,0.22910245870660978,water lettuce,1.08507221137551,617.7277885874863,submersed,mgmt. + cover,3,306,no,no
Carex spp.,cover,-1.038206219903787,-1.9682547242436719,-0.2389029953493177,water lettuce,1.0466887350284844,800.9289141848943,emersed,water lettuce cover,1,107,yes,no
Carex spp.,management,-0.1110619750031539,-0.26929804918614964,0.04303611078259869,water lettuce,1.0860111902722305,2186.8338369602434,emersed,water lettuce mgmt.,1,107,no,no
Carex spp.,net,-0.5741755729007854,-1.069140137587709,-0.1452123143375502,water lettuce,1.0860111902722305,800.9289141848943,emersed,mgmt. + cover,1,107,yes,no
Cephalanthus occidentalis,cover,-0.18694300183265836,-0.4726634701339009,0.12632503167530335,water lettuce,1.0007924679762146,3112.7329504715885,emersed,water lettuce cover,1,108,no,no
Cephalanthus occidentalis,management,-0.012200412402218627,-0.12384730218720788,0.0997162477973829,water lettuce,1.0054315069374966,3000,emersed,water lettuce mgmt.,1,108,no,no
Cephalanthus occidentalis,net,-0.34429796029657445,-0.6199342684459508,-0.0802513096497521,water lettuce,1.0054315069374966,3134.988949169069,emersed,mgmt. + cover,1,108,yes,yes
Ceratophyllum demersum,cover,0.8328831711248939,0.2855182158878479,1.442964574776834,water lettuce,1.0911515929083428,1857.3235826312848,submersed,water lettuce cover,3,309,yes,yes
Ceratophyllum demersum,management,0.32977460645424256,0.2126608263455567,0.443582740896442,water lettuce,1.0191297564000976,2752.129588872201,submersed,water lettuce mgmt.,3,309,yes,yes
Ceratophyllum demersum,net,0.3674450227241199,0.12051879838700033,0.602972942574092,water lettuce,1.0911515929083428,1857.3235826312848,submersed,mgmt. + cover,3,309,yes,yes
Chara spp.,cover,-0.23090334526794204,-0.777144866800396,0.18808547000302342,water lettuce,1.0042860634925037,2375.6502792813253,submersed,water lettuce cover,3,310,no,no
Chara spp.,management,-0.2551312587436797,-0.38052627154183477,-0.13471987815728484,water lettuce,1.0123031870544925,3000.0000000000005,submersed,water lettuce mgmt.,3,310,yes,yes
Chara spp.,net,-0.6297915079859403,-1.1256119725591978,-0.20186401132155268,water lettuce,1.0123031870544925,2375.6502792813253,submersed,mgmt. + cover,3,310,yes,yes
Cicuta maculata,cover,0.24325656024421669,-0.09280887360029248,0.659141910082145,water lettuce,1.0206225774687208,2765.5507575166484,emersed,water lettuce cover,1,111,no,no
Cicuta maculata,management,0.10109613925086106,-0.04875471953780647,0.25008420654011615,water lettuce,1.0029156477118586,3111.043209702015,emersed,water lettuce mgmt.,1,111,no,no
Cicuta maculata,net,0.05996321786334421,-0.2527674224377426,0.3528012503269368,water lettuce,1.0206225774687208,2213.232190442957,emersed,mgmt. + cover,1,111,no,no
Cladium jamaicense,cover,0.8667584941938172,0.2265341802460461,1.5331597499185685,water lettuce,1.140105465861942,2039.6743285420766,emersed,water lettuce cover,1,112,yes,no
Cladium jamaicense,management,-0.06543892932925995,-0.21287426448118404,0.10501089041130125,water lettuce,1.4490347771040906,2681.5300193531793,emersed,water lettuce mgmt.,1,112,no,no
Cladium jamaicense,net,-0.05853478889794334,-0.33945347186389796,0.23469262488620743,water lettuce,1.4490347771040906,2013.640322272365,emersed,mgmt. + cover,1,112,no,no
Crinum americanum,cover,-0.15198988863449311,-0.5565082216879481,0.1833232580290514,water lettuce,1.0149286891915752,2469.8274050555347,emersed,water lettuce cover,1,113,no,no
Crinum americanum,management,-0.015004425096906722,-0.15582690840798025,0.1286804276517183,water lettuce,1.0978433111369093,2886.4304113047374,emersed,water lettuce mgmt.,1,113,no,no
Crinum americanum,net,-0.7159093633914042,-1.2655820334650931,-0.2071467571342862,water lettuce,1.1676560141464831,1932.83885858772,emersed,mgmt. + cover,1,113,yes,no
Cyperus articulatus,cover,-0.11500480069228326,-0.4355761922441143,0.1773497839529226,water lettuce,1.0167068884786135,3000,emersed,water lettuce cover,1,114,no,no
Cyperus articulatus,management,-0.10747795432579679,-0.27939099014189817,0.06807002256563466,water lettuce,1.0114391120108008,2394.1466227023107,emersed,water lettuce mgmt.,1,114,no,no
Cyperus articulatus,net,-0.6051692545724403,-1.134322421032345,-0.15381087011066277,water lettuce,1.0702391599860428,1553.352818259428,emersed,mgmt. + cover,1,114,yes,yes
Cyperus spp. (other natives),cover,-0.031110008438853042,-0.31116520563434447,0.22718603947606764,water lettuce,1.001642026842838,3237.6456206477756,emersed,water lettuce cover,1,115,no,no
Cyperus spp. (other natives),management,-0.0625187595051017,-0.1643406681597523,0.03940702542249016,water lettuce,1.0120502216777743,2987.39299780781,emersed,water lettuce mgmt.,1,115,no,no
Cyperus spp. (other natives),net,-0.06814605762294194,-0.31100299251742464,0.17505259938400172,water lettuce,1.0120502216777743,3237.6456206477756,emersed,mgmt. + cover,1,115,no,no
Decodon verticillatus,cover,-0.7506588238135001,-1.627231155680104,-0.043943007382184734,water lettuce,1.0978869292588174,1080.0689337294432,emersed,water lettuce cover,1,116,yes,yes
Decodon verticillatus,management,0.11518984570900032,-0.0497432367237446,0.27958268811761516,water lettuce,1.052461376920619,2373.4163475705227,emersed,water lettuce mgmt.,1,116,no,no
Decodon verticillatus,net,-0.35384614799677083,-0.898560399550857,0.11653151047210557,water lettuce,1.0978869292588174,1080.0689337294432,emersed,mgmt. + cover,1,116,no,no
Echinochloa spp.,cover,0.15674072425719493,-0.10539278503594308,0.40291013719797697,water lettuce,1.0031705791641474,2834.8551103678255,emersed,water lettuce cover,1,117,no,no
Echinochloa spp.,management,0.059366971513283295,-0.0547751045860289,0.17137134142703436,water lettuce,1.0009170655828599,2789.5467866097847,emersed,water lettuce mgmt.,1,117,no,no
Echinochloa spp.,net,-0.1331146472663327,-0.42459246139925944,0.13273567066568137,water lettuce,1.0061492886640602,2568.171155058083,emersed,mgmt. + cover,1,117,no,no
"Eleocharis spp., emersed",cover,0.07804462976171629,-0.2838647204362875,0.3873710878785138,water lettuce,1.000481019117997,2997.941244371129,emersed,water lettuce cover,1,118,no,no
"Eleocharis spp., emersed",management,-0.037253344791269155,-0.14931657749385296,0.07636055708480773,water lettuce,1.0163857461500874,2944.222291500504,emersed,water lettuce mgmt.,1,118,no,no
"Eleocharis spp., emersed",net,-0.25241706441472483,-0.5148265526833185,0.004829752577905281,water lettuce,1.0163857461500874,2944.222291500504,emersed,mgmt. + cover,1,118,no,no
"Eleocharis spp., sub/floating",cover,-0.2892859497359241,-0.7191312843326291,0.05345083548443924,water lettuce,1.0183326667897534,2818.248106484077,submersed,water lettuce cover,3,319,no,no
"Eleocharis spp., sub/floating",management,0.1594141417239423,0.04831553695577126,0.26661721279733774,water lettuce,0.9999578847990259,3069.0115034949968,submersed,water lettuce mgmt.,3,319,yes,yes
"Eleocharis spp., sub/floating",net,-0.2823132832311335,-0.6286978175019858,0.03450299955275714,water lettuce,1.0183326667897534,2818.248106484077,submersed,mgmt. + cover,3,319,no,no
Filamentous algae,cover,0.4711267654265494,0.014474005948830975,1.0274747044866173,water lettuce,1.0981608789982464,2157.5668407332278,floating,water lettuce cover,2,220,yes,yes
Filamentous algae,management,0.011529129594146651,-0.09359696874294775,0.11863511021919942,water lettuce,1.0198581161817066,2798.649102556312,floating,water lettuce mgmt.,2,220,no,no
Filamentous algae,net,-0.17001332919540801,-0.43976758490197654,0.07868796105896204,water lettuce,1.0981608789982464,2157.5668407332278,floating,mgmt. + cover,2,220,no,no
Fuirena spp.,cover,0.26246895791328967,-0.20301372867455125,0.6122094021543472,water lettuce,1.0026933095720865,2677.8867655152508,emersed,water lettuce cover,1,121,no,no
Fuirena spp.,management,-0.04769092320786857,-0.19292034415450787,0.10248260237100197,water lettuce,1.1164978542166608,2785.551517376899,emersed,water lettuce mgmt.,1,121,no,no
Fuirena spp.,net,-0.0825366021694441,-0.5460369544555916,0.3283040857411943,water lettuce,1.1164978542166608,2496.6940988507354,emersed,mgmt. + cover,1,121,no,no
Hydrocotyle spp.,cover,0.20852645876581857,-0.20203391758495798,0.7605846705489226,water lettuce,1.019648314484215,2176.851545020866,emersed,water lettuce cover,1,122,no,no
Hydrocotyle spp.,management,0.14460332895653688,0.007573203964658623,0.2752109267370712,water lettuce,1.0089312242598942,2839.3085604395433,emersed,water lettuce mgmt.,1,122,yes,yes
Hydrocotyle spp.,net,0.3690106064885668,-0.038631851418559904,0.8299543997167642,water lettuce,1.0328662241258808,2176.851545020866,emersed,mgmt. + cover,1,122,no,no
Hypericum spp.,cover,-0.4780987967467413,-1.2523860839003549,0.12028610238499449,water lettuce,1.050571897953659,1275.7466735927555,emersed,water lettuce cover,1,123,no,no
Hypericum spp.,management,-0.117080838600343,-0.26475418787952654,0.02478605777449929,water lettuce,1.0850458923544994,3136.969477846116,emersed,water lettuce mgmt.,1,123,no,no
Hypericum spp.,net,-0.025537729278081227,-0.37519271943917076,0.28929469239154576,water lettuce,1.318034800403925,1275.7466735927555,emersed,mgmt. + cover,1,123,no,no
Juncus effusus,cover,-0.04287409212269694,-0.4452188039808918,0.2844452786519634,water lettuce,1.0790271476467128,3000,emersed,water lettuce cover,1,124,no,no
Juncus effusus,management,0.09364186830038129,-0.0196979707727983,0.20784304387019914,water lettuce,1.1088082910363017,2865.207492714245,emersed,water lettuce mgmt.,1,124,no,no
Juncus effusus,net,0.14869029663813865,-0.12747558608544213,0.42009636159016556,water lettuce,1.1088082910363017,2865.207492714245,emersed,mgmt. + cover,1,124,no,no
Leersia hexandra,cover,0.5318649465999186,0.15139811892194047,0.9310754208218276,water lettuce,1.124009826256091,3138.64359954806,emersed,water lettuce cover,1,125,yes,no
Leersia hexandra,management,-0.22987818131106288,-0.3636254021375677,-0.09430304478962225,water lettuce,1.1502091591396217,2999.9999999999995,emersed,water lettuce mgmt.,1,125,yes,no
Leersia hexandra,net,-0.09906115609793421,-0.35937955841088975,0.15685553329428184,water lettuce,1.3742689916138056,3138.64359954806,emersed,mgmt. + cover,1,125,no,no
Lemna/Spirodela spp.,cover,1.0784404391143112,0.3454050470739149,1.9142694895283208,water lettuce,1.007072864250634,868.9350267980144,floating,water lettuce cover,2,226,yes,no
Lemna/Spirodela spp.,management,0.27937985827929473,0.173973641013307,0.38427381899482116,water lettuce,1.006163288358634,2887.307282390361,floating,water lettuce mgmt.,2,226,yes,yes
Lemna/Spirodela spp.,net,0.40348971466382066,0.13932155979653174,0.6667909408877142,water lettuce,1.007072864250634,868.9350267980144,floating,mgmt. + cover,2,226,yes,no
Limnobium spongia,cover,-0.21901205855483813,-0.5891555891812891,0.08927508028735245,water lettuce,1.019172620016238,2701.8772279086893,floating,water lettuce cover,2,227,no,no
Limnobium spongia,management,-0.004677637336481634,-0.15166591595822687,0.13422040712945887,water lettuce,1.151843431966362,2912.053311793511,floating,water lettuce mgmt.,2,227,no,no
Limnobium spongia,net,-0.2939738503390143,-0.6407507446278411,0.02550125687684938,water lettuce,1.151843431966362,2701.8772279086893,floating,mgmt. + cover,2,227,no,no
Ludwigia octovalvis/peruviana,cover,0.6382231308388492,0.03642487898290754,1.3916349102732148,water lettuce,1.021795464682194,1120.024381292086,emersed,water lettuce cover,1,128,yes,yes
Ludwigia octovalvis/peruviana,management,-0.06445832355663933,-0.21964715735836976,0.0904406982003049,water lettuce,1.0430403746886232,2086.8882297537502,emersed,water lettuce mgmt.,1,128,no,no
Ludwigia octovalvis/peruviana,net,0.3386340848542321,-0.0754495923746077,0.8044954310911361,water lettuce,1.0430403746886232,1120.024381292086,emersed,mgmt. + cover,1,128,no,no
Ludwigia palustris/repens,cover,0.24640154861051344,-0.020991353698276646,0.507700049015614,water lettuce,1.0023128219647357,3194.086362079067,emersed,water lettuce cover,1,129,no,no
Ludwigia palustris/repens,management,-0.13838228871843222,-0.2601870935702454,-0.011935804090424834,water lettuce,1.0073557741268737,2639.553289345613,emersed,water lettuce mgmt.,1,129,yes,yes
Ludwigia palustris/repens,net,-0.16458812817788113,-0.5327943993902364,0.16127977592863027,water lettuce,1.0073557741268737,2639.553289345613,emersed,mgmt. + cover,1,129,no,no
Luziola fluitans,cover,-0.06965581478136545,-0.46847099647497237,0.2550865218771082,water lettuce,1.0077501481203517,3102.903019655158,submersed,water lettuce cover,3,330,no,no
Luziola fluitans,management,0.06823072561565406,-0.05104809849523645,0.191643780180393,water lettuce,1.0140022726568292,3000,submersed,water lettuce mgmt.,3,330,no,no
Luziola fluitans,net,-0.0316143386869041,-0.33729460073788575,0.26355550477600526,water lettuce,1.0140022726568292,3163.7726982792656,submersed,mgmt. + cover,3,330,no,no
Mayaca fluviatilis,cover,-0.8486365027776098,-2.366922819090777,0.37694754866332214,water lettuce,1.0479732848800742,303.16722485946957,submersed,water lettuce cover,3,331,no,no
Mayaca fluviatilis,management,0.04385508401749015,-0.14681816646146584,0.2441824039933119,water lettuce,1.000992556989084,1198.206787431151,submersed,water lettuce mgmt.,3,331,no,no
Mayaca fluviatilis,net,-1.2093756854096767,-3.025485705785846,0.34881250407345493,water lettuce,1.1836701210391851,220.84499351055743,submersed,mgmt. + cover,3,331,no,no
Micranthemum glomeratum,cover,0.24947156803618376,-0.15908891503794167,0.5660076002881818,water lettuce,1.003914034143283,2695.006241481039,submersed,water lettuce cover,3,332,no,no
Micranthemum glomeratum,management,0.18552600924185886,0.056716273186286616,0.3144767755661615,water lettuce,0.9999785985314248,3000,submersed,water lettuce mgmt.,3,332,yes,yes
Micranthemum glomeratum,net,-0.5446068744505417,-1.5667223819955935,0.23756792181165692,water lettuce,1.0055294588496113,660.7490990678816,submersed,mgmt. + cover,3,332,no,no
Micranthemum umbrosum,cover,-0.32825969329537275,-1.2426446937950693,0.34132360529560785,water lettuce,1.005897799180388,886.9542781369621,emersed,water lettuce cover,1,133,no,no
Micranthemum umbrosum,management,0.29466680347869884,0.1504830335221829,0.44067012256256044,water lettuce,1.000120448079506,2513.347843179102,emersed,water lettuce mgmt.,1,133,yes,yes
Micranthemum umbrosum,net,-0.7400234303749714,-1.9068432945165916,0.20458838994780146,water lettuce,1.015093510244607,649.9936771876207,emersed,mgmt. + cover,1,133,no,no
Myriophyllum laxum/pinnatum,cover,-0.7161334784119284,-2.163566253347217,0.4263194479444567,water lettuce,1.0091851686037385,385.11114561887325,submersed,water lettuce cover,3,334,no,no
Myriophyllum laxum/pinnatum,management,0.0014894739078751106,-0.21682701102266286,0.21179974131411616,water lettuce,0.9995643148994561,1706.8861407659244,submersed,water lettuce mgmt.,3,334,no,no
Myriophyllum laxum/pinnatum,net,-0.94463834668698,-2.853239432763426,0.38048958221286133,water lettuce,1.0091851686037385,309.14986158037414,submersed,mgmt. + cover,3,334,no,no
Najas guadalupensis,cover,0.5520341482479181,0.15715657857375592,0.9834280407107637,water lettuce,1.02236113292956,2573.594426019054,submersed,water lettuce cover,3,335,yes,yes
Najas guadalupensis,management,0.044642371923856825,-0.06900453750498112,0.15913771472921617,water lettuce,1.042157688809117,3000,submersed,water lettuce mgmt.,3,335,no,no
Najas guadalupensis,net,-0.3854064136664687,-0.8137150212041558,-0.01154338613182742,water lettuce,1.042157688809117,2267.3578718176036,submersed,mgmt. + cover,3,335,yes,yes
Nelumbo lutea,cover,-0.15640526369582114,-0.5279241588949389,0.17689065837034293,water lettuce,1.113874265825244,3000,emersed,water lettuce cover,1,136,no,no
Nelumbo lutea,management,0.2967562022973893,0.12309952860328101,0.44683101599879,water lettuce,1.6715617224300972,2182.485720880629,emersed,water lettuce mgmt.,1,136,yes,no
Nelumbo lutea,net,-1.1534706819145573,-1.783164826085717,-0.5758901447823338,water lettuce,1.6715617224300972,1723.8596925899951,emersed,mgmt. + cover,1,136,yes,no
Nitella spp.,cover,-0.5257104586725759,-1.5966357797304305,0.2467703068041172,water lettuce,1.0010497400641614,607.8989141931816,submersed,water lettuce cover,3,337,no,no
Nitella spp.,management,-0.12777256662474112,-0.26965034581712444,0.011785459184997417,water lettuce,1.0010991753962057,2888.4872661272007,submersed,water lettuce mgmt.,3,337,no,no
Nitella spp.,net,-1.2438977769799995,-2.53766518079359,-0.20575239707455087,water lettuce,1.0200046311433868,560.4172899769076,submersed,mgmt. + cover,3,337,yes,no
Nuphar advena,cover,1.1566917808363422,0.2953702474955245,2.1191785245547723,water lettuce,1.1406342153344529,848.9534189466875,emersed,water lettuce cover,1,138,yes,no
Nuphar advena,management,0.18201109034990784,0.04816014506144558,0.31630961338410596,water lettuce,1.0089831837586845,2542.550917175951,emersed,water lettuce mgmt.,1,138,yes,yes
Nuphar advena,net,0.49930637985976956,0.0420985907614158,1.0933031141913032,water lettuce,1.1406342153344529,848.9534189466875,emersed,mgmt. + cover,1,138,yes,no
Nymphaea mexicana,cover,-0.6550841688356625,-1.2806572338924567,-0.14131791528486776,water lettuce,1.0802499674879726,1923.2602742105882,emersed,water lettuce cover,1,139,yes,yes
Nymphaea mexicana,management,-0.12945400003279248,-0.2999330216298525,0.0339134989594525,water lettuce,1.2431384602162308,2919.693709411059,emersed,water lettuce mgmt.,1,139,no,no
Nymphaea mexicana,net,-1.0177214290695167,-1.5950518209123556,-0.5219615872269785,water lettuce,1.2431384602162308,1923.2602742105882,emersed,mgmt. + cover,1,139,yes,no
Nymphaea odorata,cover,-0.37347216018121265,-0.9030275385897938,0.05976621411569532,water lettuce,1.0094750233173968,2447.9900166012494,emersed,water lettuce cover,1,140,no,no
Nymphaea odorata,management,-0.03556607697809308,-0.1616990138697651,0.0976393119593723,water lettuce,1.200574212482717,3000,emersed,water lettuce mgmt.,1,140,no,no
Nymphaea odorata,net,-0.4571407929225328,-0.8552833926401854,-0.08962145999912412,water lettuce,1.200574212482717,2447.9900166012494,emersed,mgmt. + cover,1,140,yes,no
Nymphoides aquatica,cover,-0.914736415445056,-2.1726996140141477,0.08211872293951678,water lettuce,1.0138926801191306,499.07838837666077,emersed,water lettuce cover,1,141,no,no
Nymphoides aquatica,management,0.26448143359383397,0.10434509723967479,0.43065630612667,water lettuce,1.0120917171737789,2403.554887662902,emersed,water lettuce mgmt.,1,141,yes,yes
Nymphoides aquatica,net,-1.292138727307897,-2.604239108356034,-0.21800814439406827,water lettuce,1.0663105035449565,499.07838837666077,emersed,mgmt. + cover,1,141,yes,no
Panicum hemitomon,cover,-0.22729799225608288,-0.5326358664375852,0.05143863820306259,water lettuce,1.001401109761047,2751.933592148885,emersed,water lettuce cover,1,142,no,no
Panicum hemitomon,management,0.21243360267192918,0.08064188375990311,0.3377390298889112,water lettuce,1.002743402986503,2781.6820516737944,emersed,water lettuce mgmt.,1,142,yes,yes
Panicum hemitomon,net,0.07567679814043654,-0.18278120495060415,0.35171691533321126,water lettuce,1.002743402986503,2363.091248854079,emersed,mgmt. + cover,1,142,no,no
Paspalidium geminatum,cover,-1.0884441169108023,-1.6760443829085634,-0.5498799440870548,water lettuce,1.1229662801798248,1795.7208709511458,emersed,water lettuce cover,1,143,yes,no
Paspalidium geminatum,management,0.2987368809279748,0.186439659971686,0.41743622204625885,water lettuce,1.1420459793285178,2624.5485713370535,emersed,water lettuce mgmt.,1,143,yes,no
Paspalidium geminatum,net,-1.1192329971626622,-1.5511004361838583,-0.7250984805045136,water lettuce,1.1420459793285178,1795.7208709511458,emersed,mgmt. + cover,1,143,yes,no
Paspalum repens,cover,-0.39810955936514475,-0.8552533011378415,-0.043707471274174715,water lettuce,1.0011948351348752,2482.9739717228663,emersed,water lettuce cover,1,144,yes,yes
Paspalum repens,management,-0.07489201146512726,-0.22255375534802938,0.0826940259424218,water lettuce,1.0022617906301772,2554.4240663203404,emersed,water lettuce mgmt.,1,144,no,no
